Date,Open,High,Low,Close,Adj Close,Volume
1/10/2020,0.10115599632263184,0.10419700294733047,0.095838003,0.097865,0.097865,743737566
2/10/2020,0.097949997,0.10001800209283829,0.090331003,0.092921004,0.092921004,828579008
3/10/2020,0.092906997,0.095160998,0.092506997,0.093413003,0.093413003,553029310
4/10/2020,0.093521997,0.096974,0.092698999,0.096348003,0.096348003,697459534
5/10/2020,0.096404001,0.098719001,0.096325003,0.097544,0.097544,625952257
6/10/2020,0.097535998,0.098498002,0.091875002,0.092808001,0.092808001,997995413
7/10/2020,0.092862003,0.094324999,0.089896001,0.093800001,0.093800001,613251111
8/10/2020,0.093785003,0.096698001,0.090797998,0.096152,0.096152,690490593
9/10/2020,0.096271001,0.10247500240802765,0.095164999,0.10192500054836273,0.10192500054836273,762383014
10/10/2020,0.10146600008010864,0.1105400025844574,0.10144499689340591,0.10502500087022781,0.10502500087022781,923715999
11/10/2020,0.1049019992351532,0.10886500030755997,0.1043810024857521,0.10653799772262573,0.10653799772262573,797480086
12/10/2020,0.10654699802398682,0.11308600008487701,0.10265800356864929,0.11003399640321732,0.11003399640321732,821299647
13/10/2020,0.10996600240468979,0.11413700133562088,0.10830000042915344,0.10885199904441833,0.10885199904441833,823217251
14/10/2020,0.10929799824953079,0.11223100125789642,0.10571199655532837,0.10729700326919556,0.10729700326919556,713264193
15/10/2020,0.10721699893474579,0.10759100317955017,0.1049790009856224,0.10663499683141708,0.10663499683141708,562197282
16/10/2020,0.10674799978733063,0.1073170006275177,0.10253699868917465,0.10406400263309479,0.10406400263309479,553561875
17/10/2020,0.1042179986834526,0.10697899758815765,0.10336600244045258,0.10610400140285492,0.10610400140285492,472005227
18/10/2020,0.10604400187730789,0.10760100185871124,0.10530500113964081,0.10738799721002579,0.10738799721002579,432851135
19/10/2020,0.10741599649190903,0.11092100292444229,0.10618799924850464,0.10867699980735779,0.10867699980735779,490775170
20/10/2020,0.1086139976978302,0.10884100198745728,0.10122600197792053,0.1024940013885498,0.1024940013885498,707955236
21/10/2020,0.10251899808645248,0.10828600078821182,0.10183099657297134,0.10618700087070465,0.10618700087070465,779410099
22/10/2020,0.10605599731206894,0.11241400241851807,0.10548199713230133,0.11057200282812119,0.11057200282812119,933335641
